ticker;empresa;cnpj;codigo_cvm;setor;segmento
DOHL4;DOHLER S.A.;84.683.408/0001-03;;Tecidos, Vestuário e Calçados;Fios e Tecidos
CTKA3;KARSTEN S.A.;82.640.558/0001-04;;Tecidos, Vestuário e Calçados;Fios e Tecidos
CTKA4;KARSTEN S.A.;82.640.558/0001-04;;Tecidos, Vestuário e Calçados;Fios e Tecidos
PTNT3;PETTENATI S.A. INDÚSTRIA TÊXTIL;88.613.658/0001-10;;Tecidos, Vestuário e Calçados;Fios e Tecidos
PTNT4;PETTENATI S.A. INDÚSTRIA TÊXTIL;88.613.658/0001-10;;Tecidos, Vestuário e Calçados;Fios e Tecidos
SGPS3;SPRINGS GLOBAL PARTICIPAÇÕES S.A.;07.718.269/0001-57;;Tecidos, Vestuário e Calçados;Fios e Tecidos
TXRX3;TÊXTIL RENAUXVIEW S.A.;82.982.075/0001-80;;Tecidos, Vestuário e Calçados;Fios e Tecidos
TXRX4;TÊXTIL RENAUXVIEW S.A.;82.982.075/0001-80;;Tecidos, Vestuário e Calçados;Fios e Tecidos
CGAS3;CIA GÁS DE SÃO PAULO – COMGAS;61.856.571/0001-17;61856;Gás;Gás
CGAS5;CIA GÁS DE SÃO PAULO – COMGAS;61.856.571/0001-17;61856;Gás;Gás
CEGR3;COMPANHIA DISTRIBUIDORA DE GÁS DO RIO DE JANEIRO – CEG;33.938.119/0001-69;33938;Gás;Gás
PASS3;COMPASS GÁS E ENERGIA S.A.;21.389.501/0001-81;21389;Gás;Gás
PASS5;COMPASS GÁS E ENERGIA S.A.;21.389.501/0001-81;21389;Gás;Gás
PASS6;COMPASS GÁS E ENERGIA S.A.;21.389.501/0001-81;21389;Gás;Gás
EPAR3;EMBPAR PARTICIPACOES S.A.;42.331.462/0001-31;;Holdings Diversificadas;Holdings Diversificadas
ITSA3;ITAUSA S.A.;61.532.644/0001-15;394;Holdings Diversificadas;Holdings Diversificadas
ITSA4;ITAUSA S.A.;61.532.644/0001-15;394;Holdings Diversificadas;Holdings Diversificadas
MOAR3;MONTEIRO ARANHA S.A.;33.102.476/0001-92;;Holdings Diversificadas;Holdings Diversificadas
SIMH3;SIMPAR S.A.;07.415.333/0001-20;7415;Holdings Diversificadas;Holdings Diversificadas
HOOT3;HOTEIS OTHON S.A.;33.200.049/0001-47;;Hoteis e Restaurantes;Hotelaria
HOOT4;HOTEIS OTHON S.A.;33.200.049/0001-47;;Hoteis e Restaurantes;Hotelaria
AVLL3;ALPHAVILLE S.A.;16.811.931/0001-00;16811;Construção Civil;Incorporações
AVLL11;ALPHAVILLE S.A.;16.811.931/0001-00;16811;Construção Civil;Incorporações
CALI3;CONSTRUTORA ADOLPHO LINDENBERG S.A.;61.022.042/0001-18;61022;Construção Civil;Incorporações
TEND3;CONSTRUTORA TENDA S.A.;71.476.527/0001-35;71476;Construção Civil;Incorporações
CURY3;CURY CONSTRUTORA E INCORPORADORA S.A.;08.797.760/0001-83;8797;Construção Civil;Incorporações
CYRE3;CYRELA BRAZIL REALTY S.A. EMPREENDIMENTOS E PARTICIPAÇÕES;73.178.600/0001-18;14109;Construção Civil;Incorporações
DIRR3;DIRECIONAL ENGENHARIA S.A.;16.614.075/0001-00;16614;Construção Civil;Incorporações
EVEN3;EVEN CONSTRUTORA E INCORPORADORA S.A.;43.470.988/0001-65;43470;Construção Civil;Incorporações
EZTC3;EZ TEC EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;08.312.229/0001-73;19348;Construção Civil;Incorporações
FIEI3;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A;07.820.907/0001-46;7820;Construção Civil;Incorporações
GFSA3;GAFISA S.A.;01.545.826/0001-07;1545;Construção Civil;Incorporações
HBOR3;HELBOR EMPREENDIMENTOS S.A.;49.263.189/0001-02;49263;Construção Civil;Incorporações
INNC3;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;09.611.768/0001-76;9611;Construção Civil;Incorporações
JHSF3;JHSF PARTICIPAÇÕES S.A.;08.294.224/0001-65;8294;Construção Civil;Incorporações
JFEN3;JOÃO FORTES ENGENHARIA S.A.;33.035.536/0001-00;;Construção Civil;Incorporações
KLAS3;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;09.146.451/0001-06;;Construção Civil;Incorporações
LAVV3;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;26.462.693/0001-28;26462;Construção Civil;Incorporações
MELK3;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;12.181.987/0001-77;12181;Construção Civil;Incorporações
MTRE3;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;07.882.930/0001-65;7882;Construção Civil;Incorporações
MDNE3;MOURA DUBEUX ENGENHARIA S/A;12.049.631/0001-84;12049;Construção Civil;Incorporações
MRVE3;MRV ENGENHARIA E PARTICIPAÇÕES S.A.;08.343.492/0001-20;18473;Construção Civil;Incorporações
PDGR3;PDG REALTY S.A. EMPREENDIMENTOS E PARTICIPAÇÕES;02.950.811/0001-89;2950;Construção Civil;Incorporações
PLPL3;PLANO E PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;24.230.275/0001-80;24230;Construção Civil;Incorporações
RDNI3;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;67.010.660/0001-24;;Construção Civil;Incorporações
RSID3;ROSSI RESIDENCIAL S.A.;61.065.751/0001-80;61065;Construção Civil;Incorporações
TCSA3;TECNISA S.A.;08.065.557/0001-12;8065;Construção Civil;Incorporações
TEGA3;TEGRA INCORPORADORA S.A.;30.213.493/0001-09;30213;Construção Civil;Incorporações
TRIS3;TRISUL S.A.;08.811.643/0001-27;8811;Construção Civil;Incorporações
VIVR3;VIVER INCORPORADORA E CONSTRUTORA S.A.;67.571.414/0001-41;;Construção Civil;Incorporações
LPSB3;LPS BRASIL – CONSULTORIA DE IMÓVEIS S.A.;08.078.847/0001-09;;Exploração de Imóveis;Intermediação Imobiliária
NEXP3;NEXPE PARTICIPAÇÕES S.A;08.613.550/0001-98;;Exploração de Imóveis;Intermediação Imobiliária
AZUL4;AZUL S.A.;09.305.994/0001-29;20800;Transporte;Linhas Aéreas de Passageiros
DXCO3;DEXCO S.A.;97.837.181/0001-47;97837;Madeira e Papel;Madeira
EUCA3;EUCATEX S.A. INDÚSTRIA E COMÉRCIO;56.643.018/0001-66;;Madeira e Papel;Madeira
EUCA4;EUCATEX S.A. INDÚSTRIA E COMÉRCIO;56.643.018/0001-66;;Madeira e Papel;Madeira
MTSA3;METISA METALURGICA TIMBOENSE S.A.;86.375.425/0001-09;;Máquinas e Equipamentos;Máq. e Equip. Construção e Agrícolas
MTSA4;METISA METALURGICA TIMBOENSE S.A.;86.375.425/0001-09;;Máquinas e Equipamentos;Máq. e Equip. Construção e Agrícolas
AERI3;AERIS INDÚSTRIA E COMÉRCIO DE EQUIPAMENTOS DE GERAÇÃO DE ENERGIA S/A;12.528.708/0001-07;;Máquinas e Equipamentos;Máq. e Equip. Industriais
BDLL3;BARDELLA S.A. INDÚSTRIAS MECÂNICAS;60.851.615/0001-53;;Máquinas e Equipamentos;Máq. e Equip. Industriais
BDLL4;BARDELLA S.A. INDÚSTRIAS MECÂNICAS;60.851.615/0001-53;;Máquinas e Equipamentos;Máq. e Equip. Industriais
EALT3;ELECTRO ACO ALTONA S.A.;82.643.537/0001-34;;Máquinas e Equipamentos;Máq. e Equip. Industriais
EALT4;ELECTRO ACO ALTONA S.A.;82.643.537/0001-34;;Máquinas e Equipamentos;Máq. e Equip. Industriais
ROMI3;INDÚSTRIAS ROMI S.A.;56.720.428/0001-63;56720;Máquinas e Equipamentos;Máq. e Equip. Industriais
INEP3;INEPAR S.A. INDÚSTRIA E CONSTRUÇÕES;76.627.504/0001-06;;Máquinas e Equipamentos;Máq. e Equip. Industriais
INEP4;INEPAR S.A. INDÚSTRIA E CONSTRUÇÕES;76.627.504/0001-06;;Máquinas e Equipamentos;Máq. e Equip. Industriais
KEPL3;KEPLER WEBER S.A.;91.983.056/0001-69;91983;Máquinas e Equipamentos;Máq. e Equip. Industriais
FRIO3;METALFRIO SOLUTIONS S.A.;04.821.041/0001-08;;Máquinas e Equipamentos;Máq. e Equip. Industriais
PTCA3;PRATICA PRODUTOS S.A.;08.574.411/0001-00;;Máquinas e Equipamentos;Máq. e Equip. Industriais
SNSY3;SANSUY S.A. INDÚSTRIA DE PLÁSTICOS;14.807.945/0001-24;;Materiais Diversos;Materiais Diversos
SNSY5;SANSUY S.A. INDÚSTRIA DE PLÁSTICOS;14.807.945/0001-24;;Materiais Diversos;Materiais Diversos
SNSY6;SANSUY S.A. INDÚSTRIA DE PLÁSTICOS;14.807.945/0001-24;;Materiais Diversos;Materiais Diversos
EMBJ3;EMBRAER S.A.;07.689.002/0001-89;4715;Material de Transporte;Material Aeronáutico e de Defesa
MMAQ3;MINASMAQUINAS S.A.;17.161.241/0001-15;;Comércio Varejista;Material de Transporte
MMAQ4;MINASMAQUINAS S.A.;17.161.241/0001-15;;Comércio Varejista;Material de Transporte
RBNS11;RODOBENS S.A;59.981.829/0001-65;;Comércio Varejista;Material de Transporte
WLMM3;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;33.228.024/0001-51;33228;Comércio Varejista;Material de Transporte
WLMM4;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;33.228.024/0001-51;33228;Comércio Varejista;Material de Transporte
FRAS3;FRAS-LE S.A.;88.610.126/0001-29;88610;Material de Transporte;Material Rodoviário
POMO3;MARCOPOLO S.A.;88.611.835/0001-29;;Material de Transporte;Material Rodoviário
POMO4;MARCOPOLO S.A.;88.611.835/0001-29;;Material de Transporte;Material Rodoviário
RSUL3;METALÚRGICA RIOSULENSE S.A.;85.778.074/0001-06;;Material de Transporte;Material Rodoviário
RSUL4;METALÚRGICA RIOSULENSE S.A.;85.778.074/0001-06;;Material de Transporte;Material Rodoviário
RAPT3;RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES;89.086.144/0001-16;;Material de Transporte;Material Rodoviário
RAPT4;RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES;89.086.144/0001-16;;Material de Transporte;Material Rodoviário
RCSL3;RECRUSUL S.A.;91.333.666/0001-17;;Material de Transporte;Material Rodoviário
RCSL4;RECRUSUL S.A.;91.333.666/0001-17;;Material de Transporte;Material Rodoviário
TUPY3;TUPY S.A.;84.683.374/0001-49;84683;Material de Transporte;Material Rodoviário
MWET3;WETZEL S.A.;84.683.671/0001-94;;Material de Transporte;Material Rodoviário
MWET4;WETZEL S.A.;84.683.671/0001-94;;Material de Transporte;Material Rodoviário
BIOM3;BIOMM S.A.;04.752.991/0001-10;;Medicamentos e Outros Produtos;Medicamentos e Outros Produtos
BLAU3;BLAU FARMACÊUTICA S.A.;58.430.828/0001-60;;Comércio e Distribuição;Medicamentos e Outros Produtos
VVEO3;CM HOSPITALAR S.A.;12.420.164/0001-57;;Comércio e Distribuição;Medicamentos e Outros Produtos
DMVF3;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;12.108.897/0001-50;12108;Comércio e Distribuição;Medicamentos e Outros Produtos
PNVL3;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;92.665.611/0001-77;92665;Comércio e Distribuição;Medicamentos e Outros Produtos
PGMN3;EMPREENDIMENTOS PAGUE MENOS S.A.;06.626.253/0001-51;6626;Comércio e Distribuição;Medicamentos e Outros Produtos
HYPE3;HYPERA S.A.;02.932.074/0001-91;2932;Comércio e Distribuição;Medicamentos e Outros Produtos
OFSA3;OURO FINO SAÚDE ANIMAL PARTICIPAÇÕES S.A.;20.258.278/0001-70;;Medicamentos e Outros Produtos;Medicamentos e Outros Produtos
PFRM3;PROFARMA DISTRIBUIDORA DE PRODUTOS FARMACÊUTICOS S.A.;45.453.214/0001-51;45453;Comércio e Distribuição;Medicamentos e Outros Produtos
RADL3;RAIA DROGASIL S.A.;61.585.865/0001-51;61585;Comércio e Distribuição;Medicamentos e Outros Produtos
AURA33;AURA MINERALS INC.;07.857.093/0001-14;;Mineração;Minerais Metálicos
BRAP3;BRADESPAR S.A.;03.847.461/0001-92;;Mineração;Minerais Metálicos
BRAP4;BRADESPAR S.A.;03.847.461/0001-92;;Mineração;Minerais Metálicos
CBAV3;COMPANHIA BRASILEIRA DE ALUMÍNIO;61.409.892-0001-73;;Mineração;Minerais Metálicos
CMIN3;CSN MINERAÇÃO S.A.;08.902.291/0001-15;;Mineração;Minerais Metálicos
VALE3;VALE S.A.;33.592.510/0001-54;4170;Mineração;Minerais Metálicos
SHUL3;SCHULZ S.A.;84.693.183/0001-68;;Máquinas e Equipamentos;Motores , Compressores e Outros
SHUL4;SCHULZ S.A.;84.693.183/0001-68;;Máquinas e Equipamentos;Motores , Compressores e Outros
WEGE3;WEG S.A.;84.429.695/0001-11;5410;Máquinas e Equipamentos;Motores , Compressores e Outros
UCAS3;UNICASA INDÚSTRIA DE MÓVEIS S.A.;90.441.460/0001-48;;Utilidades Domésticas;Móveis
WEST3;WESTWING COMÉRCIO VAREJISTA S.A.;14.776.142/0001-50;14776;Utilidades Domésticas;Móveis
QVQP3;524 PARTICIPACOES S.A.;01.851.771/0001-55;;Outros;Outros
BETP3;BETAPART PARTICIPAÇÕES S.A.;02.762.124/0001-30;;Outros;Outros
MAPT3;CEMEPE INVESTIMENTOS S.A.;93.828.986/0001-73;;Outros;Outros
MAPT4;CEMEPE INVESTIMENTOS S.A.;93.828.986/0001-73;;Outros;Outros
OPGM3;GAMA PARTICIPAÇÕES S.A.;02.796.775/0001-40;;Outros;Outros
PPAR3;POLPAR S.A.;59.789.545/0001-71;;Outros;Outros
OPSE3;SUDESTE S.A.;02.062.747/0001-08;;Outros;Outros
OPTS3;SUL 116 PARTICIPAÇÕES S.A.;01.957.772/0001-89;;Outros;Outros
FIGE3;INVESTIMENTOS BEMGE S.A.;01.548.981/0001-79;;Intermediários Financeiros;Outros Intermediarios Financeiros
FIGE4;INVESTIMENTOS BEMGE S.A.;01.548.981/0001-79;;Intermediários Financeiros;Outros Intermediarios Financeiros
MSPA3;CIA MELHORAMENTOS DE SÃO PAULO;60.730.348/0001-66;;Madeira e Papel;Papel e Celulose
MSPA4;CIA MELHORAMENTOS DE SÃO PAULO;60.730.348/0001-66;;Madeira e Papel;Papel e Celulose
KLBN3;KLABIN S.A.;89.637.490/0001-45;19682;Madeira e Papel;Papel e Celulose
KLBN4;KLABIN S.A.;89.637.490/0001-45;19682;Madeira e Papel;Papel e Celulose
KLBN11;KLABIN S.A.;89.637.490/0001-45;19682;Madeira e Papel;Papel e Celulose
NEMO3;SUZANO HOLDING S.A.;60.651.809/0001-05;4693;Madeira e Papel;Papel e Celulose
NEMO5;SUZANO HOLDING S.A.;60.651.809/0001-05;4693;Madeira e Papel;Papel e Celulose
NEMO6;SUZANO HOLDING S.A.;60.651.809/0001-05;4693;Madeira e Papel;Papel e Celulose
SUZB3;SUZANO S.A.;16.404.287/0001-55;4693;Madeira e Papel;Papel e Celulose
BRKM3;BRASKEM S.A.;42.150.391/0001-70;;Químicos;Petroquímicos
BRKM5;BRASKEM S.A.;42.150.391/0001-70;;Químicos;Petroquímicos
BRKM6;BRASKEM S.A.;42.150.391/0001-70;;Químicos;Petroquímicos
DEXP3;DEXXOS PARTICIPAÇÕES S.A.;02.193.750/0001-52;;Químicos;Petroquímicos
DEXP4;DEXXOS PARTICIPAÇÕES S.A.;02.193.750/0001-52;;Químicos;Petroquímicos
SHOW3;T4F ENTRETENIMENTO S.A. – TIME FOR FUN;02.860.694/0001-62;2860;Viagens e Lazer;Produção de Eventos e Shows
ESPA3;MPM CORPÓREOS S.A.;26.659.061/0001-59;;Produtos de Cuidado Pessoal e de Limpeza;Produtos de Cuidado Pessoal
NATU3;NATURA & CO HOLDING S.A.;32.785.497/0001-97;;Produtos de Cuidado Pessoal e de Limpeza;Produtos de Cuidado Pessoal
BOBR3;BOMBRIL S.A.;50.564.053/0001-03;;Produtos de Cuidado Pessoal e de Limpeza;Produtos de Limpeza
BOBR4;BOMBRIL S.A.;50.564.053/0001-03;;Produtos de Cuidado Pessoal e de Limpeza;Produtos de Limpeza
AMER3;AMERICANAS S.A.;00.776.574/0001-56;1163;Comércio Varejista;Produtos Diversos
LLBI3;CVLB BRASIL S.A.;16.233.389/0001-55;;Comércio Varejista;Produtos Diversos
SBFG3;GRUPO SBF SA;13.217.485/0001-11;13217;Comércio Varejista;Produtos Diversos
AMER3;LOJAS AMERICANAS S.A.;33.014.556/0001-96;33014;Comércio Varejista;Produtos Diversos
LJQQ3;LOJAS QUERO-QUERO S.A.;96.418.264/0218-02;96418;Comércio Varejista;Produtos Diversos
PETZ3;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;18.328.118/0001-09;18328;Comércio Varejista;Produtos Diversos
ETER3;ETERNIT S.A.;61.092.037/0001-81;;Construção e Engenharia;Produtos para Construção
PTBL3;PBG S/A – PORTOBELLO;83.475.913/0001-91;;Construção e Engenharia;Produtos para Construção
DOTZ3;DOTZ S.A.;18.174.270/0001-84;18174;Diversos;Programas de Fidelização
BMOB3;BEMOBI MOBILE TECH S.A.;09.042.817/0001-05;;Programas e Serviços;Programas e Serviços
BRQB3;BRQ SOLUÇÕES EM INFORMÁTICA S.A.;36.542.025/0001-64;;Programas e Serviços;Programas e Serviços
ENJU3;ENJOEI S.A.;16.922.038/0001-51;;Programas e Serviços;Programas e Serviços
IFCM3;INFRACOMMERCE CXAAS S.A.;38.546.921/0001-36;38546;Programas e Serviços;Programas e Serviços
LWSA3;LOCAWEB SERVIÇOS DE INTERNET S.A.;02.351.877/0001-52;2351;Programas e Serviços;Programas e Serviços
CASH3;MÉLIUZ S.A.;14.110.585/0001-07;14110;Programas e Serviços;Programas e Serviços
NGRD3;NEOGRID PATICIPAÇÕES S.A.;10.139.870/0001-08;10139;Programas e Serviços;Programas e Serviços
PDTC3;PADTEC HOLDING S.A.;02.365.069/0001-44;2365;Programas e Serviços;Programas e Serviços
QUSW3;QUALITY SOFTWARE S.A.;35.791.391/0001-94;35791;Programas e Serviços;Programas e Serviços
TRAD3;TC TRADERS CLUB S.A.;26.345.998/0001-50;;Programas e Serviços;Programas e Serviços
TOTS3;TOTVS S.A.;53.113.791/0001-22;53113;Programas e Serviços;Programas e Serviços
CRPG3;TRONOX PIGMENTOS DO BRASIL S.A.;15.115.504/0001-24;;Químicos;Químicos Diversos
CRPG5;TRONOX PIGMENTOS DO BRASIL S.A.;15.115.504/0001-24;;Químicos;Químicos Diversos
CRPG6;TRONOX PIGMENTOS DO BRASIL S.A.;15.115.504/0001-24;;Químicos;Químicos Diversos
UNIP3;UNIPAR CARBOCLORO S.A.;33.958.695/0001-78;;Químicos;Químicos Diversos
UNIP5;UNIPAR CARBOCLORO S.A.;33.958.695/0001-78;;Químicos;Químicos Diversos
UNIP6;UNIPAR CARBOCLORO S.A.;33.958.695/0001-78;;Químicos;Químicos Diversos
IRBR3;IRB – BRASIL RESSEGUROS S.A.;33.376.989/0001-91;;Previdência e Seguros;Resseguradoras
MEAL3;INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A.;17.314.329/0001-20;17314;Hoteis e Restaurantes;Restaurante e Similares
BBSE3;BB SEGURIDADE PARTICIPAÇÕES S.A.;17.344.597/0001-94;20257;Previdência e Seguros;Seguradoras
CXSE3;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;22.543.331/0001-00;;Previdência e Seguros;Seguradoras
PSSA3;PORTO SEGURO S.A.;02.149.205/0001-69;;Previdência e Seguros;Seguradoras
AALR3;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;42.771.949/0001-35;21881;Serv.Méd.Hospit.,Análises e Diagnósticos;Serv.Méd.Hospit.,Análises e Diagnósticos
DASA3;DIAGNÓSTICOS DA AMÉRICA S.A.;61.486.650/0001-83;61486;Serv.Méd.Hospit.,Análises e Diagnósticos;Serv.Méd.Hospit.,Análises e Diagnósticos
FLRY3;FLEURY S.A.;60.840.055/0001-31;19615;Serv.Méd.Hospit.,Análises e Diagnósticos;Serv.Méd.Hospit.,Análises e Diagnósticos
HAPV3;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS SA;05.197.443/0001-38;22659;Serv.Méd.Hospit.,Análises e Diagnósticos;Serv.Méd.Hospit.,Análises e Diagnósticos
MATD3;HOSPITAL MATER DEI S/A;16.676.520/0001-59;16676;Serv.Méd.Hospit.,Análises e Diagnósticos;Serv.Méd.Hospit.,Análises e Diagnósticos
ODPV3;ODONTOPREV S.A.;58.119.199/0001-51;58119;Serv.Méd.Hospit.,Análises e Diagnósticos;Serv.Méd.Hospit.,Análises e Diagnósticos
ONCO3;ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.;12.104.241/0004-02;12104;Serv.Méd.Hospit.,Análises e Diagnósticos;Serv.Méd.Hospit.,Análises e Diagnósticos
QUAL3;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;11.992.680/0001-93;11992;Serv.Méd.Hospit.,Análises e Diagnósticos;Serv.Méd.Hospit.,Análises e Diagnósticos
RDOR3;REDE DOR SÃO LUIZ S.A.;06.047.087/0001-39;92;Serv.Méd.Hospit.,Análises e Diagnósticos;Serv.Méd.Hospit.,Análises e Diagnósticos
HMOB3;HMOBI PARTICIPAÇÕES S.A.;40.159.947/0001-64;;Transporte;Serviços de Apoio e Armazenagem
PSVM11;PORTO SUDESTE V.M. S.A.;18.494.485/0001-82;;Transporte;Serviços de Apoio e Armazenagem
ALPK3;ALLPARK EMPREENDIMENTOS PARTICIPAÇÕES SERVIÇOS S.A.;60.537.263/0001-66;60537;Serviços;Serviços Diversos
ARML3;ARMAC LOCAÇÃO, SERVIÇOS E SERVIÇOS S.A.;00.242.184/0001-04;;Construção e Engenharia;Serviços Diversos
BBML3;BBM LOGÍSTICA S.A.;01.107.327/0001-20;;Serviços;Serviços Diversos
DTCY3;DTCOM – DIRECT TO COMPANY S.A;03.303.999/0001-36;;Serviços;Serviços Diversos
DTCY4;DTCOM – DIRECT TO COMPANY S.A;03.303.999/0001-36;;Serviços;Serviços Diversos
GGPS3;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;09.229.201/0001-30;9229;Serviços;Serviços Diversos
MILS3;MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S.A.;27.093.558/0001-15;;Construção e Engenharia;Serviços Diversos
PRNR3;PRINER SERVIÇOS INDUSTRIAIS S.A.;18.593.815/0001-97;;Construção e Engenharia;Serviços Diversos
VLID3;VALID SOLUÇÕES S.A.;33.113.309/0001-47;33113;Serviços;Serviços Diversos
ANIM3;ANIMA HOLDING S.A.;09.288.252/0001-32;22136;Diversos;Serviços Educacionais
COGN3;COGNA EDUCAÇÃO S.A.;02.800.026/0001-40;20320;Diversos;Serviços Educacionais
CSED3;CRUZEIRO DO SUL EDUCACIONAL S.A.;62.984.091/0001-02;62984;Diversos;Serviços Educacionais
SEER3;SER EDUCACIONAL S.A.;04.986.320/0001-13;22225;Diversos;Serviços Educacionais
YDUQ3;YDUQS PARTICIPAÇÕES S.A.;08.807.432/0001-10;20664;Diversos;Serviços Educacionais
CSNA3;CIA SIDERURGICA NACIONAL;33.042.730/0001-04;18597;Siderurgia e Metalurgia;Siderurgia
FESA3;CIA FERRO LIGAS DA BAHIA – FERBASA;15.141.799/0001-03;;Siderurgia e Metalurgia;Siderurgia
FESA4;CIA FERRO LIGAS DA BAHIA – FERBASA;15.141.799/0001-03;;Siderurgia e Metalurgia;Siderurgia
GGBR3;GERDAU S.A.;33.611.500/0001-19;5363;Siderurgia e Metalurgia;Siderurgia
GGBR4;GERDAU S.A.;33.611.500/0001-19;5363;Siderurgia e Metalurgia;Siderurgia
GOAU3;METALÚRGICA GERDAU S.A.;92.690.783/0001-09;5282;Siderurgia e Metalurgia;Siderurgia
GOAU4;METALÚRGICA GERDAU S.A.;92.690.783/0001-09;5282;Siderurgia e Metalurgia;Siderurgia
USIM3;USINAS SID DE MINAS GERAIS S.A. – USIMINAS ;60.894.730/0001-05;7898;Siderurgia e Metalurgia;Siderurgia
USIM5;USINAS SID DE MINAS GERAIS S.A. – USIMINAS ;60.894.730/0001-05;7898;Siderurgia e Metalurgia;Siderurgia
USIM6;USINAS SID DE MINAS GERAIS S.A. – USIMINAS ;60.894.730/0001-05;7898;Siderurgia e Metalurgia;Siderurgia
MERC3;CREDITAQUI FINANCEIRA S.A. – CRÉDITO FINANCIAMENTO;33.040.601/0001-87;;Intermediários Financeiros;Soc. Crédito e Financiamento
MERC4;CREDITAQUI FINANCEIRA S.A. – CRÉDITO FINANCIAMENTO;33.040.601/0001-87;;Intermediários Financeiros;Soc. Crédito e Financiamento
AZZA3;AZZAS 2154 S.A.;16.590.234/0001-76;22420;Comércio Varejista;Tecidos, Vestuário e Calçados
CEAB3;C&A MODAS S.A.;45.242.914/0001-05;45242;Comércio Varejista;Tecidos, Vestuário e Calçados
CGRA3;GRAZZIOTIN S.A.;92.012.467/0001-70;;Comércio Varejista;Tecidos, Vestuário e Calçados
CGRA4;GRAZZIOTIN S.A.;92.012.467/0001-70;;Comércio Varejista;Tecidos, Vestuário e Calçados
GUAR3;GUARARAPES CONFECÇÕES S.A.;08.402.943/0001-52;19658;Comércio Varejista;Tecidos, Vestuário e Calçados
LREN3;LOJAS RENNER S.A.;92.754.738/0001-62;11312;Comércio Varejista;Tecidos, Vestuário e Calçados
AMAR3;MARISA LOJAS S.A.;61.189.288/0001-89;8869;Comércio Varejista;Tecidos, Vestuário e Calçados
VSTE3;RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS S.A.;49.669.856/0001-43;;Comércio Varejista;Tecidos, Vestuário e Calçados
VSTE3;VESTE S.A. ESTILO;49.669.856/0001-43;;Comércio Varejista;Tecidos, Vestuário e Calçados
DESK3;DESKTOP – SIGMANET COMUNICAÇÃO MULTIMÍDIA S.A.;08.170.849/0001-15;8170;Telecomunicações;Telecomunicações
OIBR3;OI S.A.;76.535.764/0001-43;;Telecomunicações;Telecomunicações
OIBR4;OI S.A.;76.535.764/0001-43;;Telecomunicações;Telecomunicações
TELB3;TELEC BRASILEIRAS S.A. – TELEBRAS;00.336.701/0001-04;336;Telecomunicações;Telecomunicações
TELB4;TELEC BRASILEIRAS S.A. – TELEBRAS;00.336.701/0001-04;336;Telecomunicações;Telecomunicações
VIVT3;TELEFÔNICA BRASIL S.A;02.558.157/0001-62;2558;Telecomunicações;Telecomunicações
TIMS3;TIM S.A.;02.421.421/0001-11;2421;Telecomunicações;Telecomunicações
FIQE3;UNIFIQUE TELECOMUNICAÇÕES S.A.;02.255.187/0001-08;;Telecomunicações;Telecomunicações
VSPT3;FERROVIA CENTRO-ATLÂNTICA S.A.;00.924.429/0001-75;;Transporte;Transporte Ferroviário
VSPT4;FERROVIA CENTRO-ATLÂNTICA S.A.;00.924.429/0001-75;;Transporte;Transporte Ferroviário
RAIL3;RUMO S.A.;02.387.241/0001-60;2429;Transporte;Transporte Ferroviário
HBSA3;HIDROVIAS DO BRASIL S.A.;12.648.327/0001-53;12648;Transporte;Transporte Hidroviário
LOGN3;LOG-IN LOGÍSTICA INTERMODAL S.A.;42.278.291/0001-24;42278;Transporte;Transporte Hidroviário
LUXM3;TREVISA INVESTIMENTOS S.A.;92.660.570/0001-26;;Transporte;Transporte Hidroviário
LUXM4;TREVISA INVESTIMENTOS S.A.;92.660.570/0001-26;;Transporte;Transporte Hidroviário
JSLG3;JSL S.A.;52.548.435/0001-79;52548;Transporte;Transporte Rodoviário
SEQL3;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;01.599.101/0001-93;1599;Transporte;Transporte Rodoviário
