ticker;empresa;cnpj;codigo_cvm;setor;segmento;sede;descricao
JFEN3;JOÃO FORTES ENGENHARIA S.A.;33.035.536/0001-00;;Construção Civil;Incorporações;Av. das Americas, 3443, Sala 108, Bloco 3, Ala B, Barra da Tijuca, RIO DE JANEIRO, RIO DE JANEIRO, 22.631-003 BR;A JOÃO FORTES ENGENHARIA S.A., anteriormente João Fortes & Companhia Ltda., é uma empresa brasileira que atua sobretudo no setor imobiliário. A empresa se dedica à concepção, planejamento, construção, incorporação, desenvolvimento, venda e locação de edifícios residenciais, comerciais e industriais, como residências multifamiliares, shopping centers e hotéis, entre outros. Além disso, a empresa se dedica a projetos e serviços nas áreas de engenharia elétrica, engenharia hidráulica, irrigação, saneamento e engenharia agrícola. Em 31 de dezembro de 2011, a empresa possuía várias subsidiárias, incluindo a Alfa Port Empreendimentos Imobiliários Ltda., CNR Empreendimento, Costabella Empreendimentos Imobiliários Ltda. e JFE Participações S.A., entre outras.
JHSF3;JHSF PARTICIPAÇÕES S.A.;08.294.224/0001-65;8294.0;Construção Civil;Incorporações;Avenida Alcides Sangirardi s/n - 301 Usina SP Espaco C.01.01, Cidade Jardim, SAO PAULO, SAO PAULO, 05.672-015 BR;A JHSF Participações SA é uma holding sediada no Brasil. Centra-se no setor imobiliário de alta qualidade. As operações da Companhia estão divididas em vários segmentos de negócio: Desenvolvimento Imobiliário, Casas de Aluguer e Clubes, Centros Comerciais, Hospitalidade e Gastronomia, Aeroporto Executivo, Varejo, ID digital e capital. As principais marcas da JHSF incluem Fazenda Boa Vista, Cidade Jardim Mall, Catarina Fashion Outlet e Fasano. A JHSF Participações SA opera através de inúmeras subsidiárias, incluindo a JHSF Investimentos em Negócios Aeronautas Ltda, Companhia Urbanizadora Jardim Panorama SA, Corbas Administradora de Bens Ltda, JHSF Administradora do Catarina Aeroporto Executivo SA, bem como a JHSF Faria Lima Administracao e Participações Ltda.
KLAS3;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;09.146.451/0001-06;;Construção Civil;Incorporações;Rua Joao Lourenco 432 Sala 30, Vila Nova Conceicao, SAO PAULO, SAO PAULO, 04.508-030 BR;"A Kallas Incorporacoes e Construcoes SA é uma companhia sediada no Brasil que atua em diversos segmentos do mercado imobiliário: na construção e incorporação de unidades residenciais no segmento econômico (incluindo os programas habitacionais “Minha Casa Minha Vida” e “Casa Verde e Amarela”), no médio e alto padrão; no desenvolvimento de bairros planejados e loteamentos; e vendas. A Companhia possui um portfólio de negócios nos diversos segmentos e nichos do mercado imobiliário, que lhe propicia diversificação e flexibilidade. A Companhia e suas controladas atuam em diferentes frentes do mercado imobiliário: construção, incorporação, desenvolvimento urbano, vendas e pós-vendas. Em todos os seus projetos, a Companhia trabalha de maneira totalmente verticalizada, estando diretamente inserida em todas as etapas do ciclo imobiliário, desde a aquisição do terreno e concepção do projeto, até a prestação de serviços pós-vendas."
LAVV3;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;26.462.693/0001-28;26462.0;Construção Civil;Incorporações;Avenida Angelica, 2346 8 andar CJ 84, Bairro Consolacao, Sao Paulo, SAO PAULO, 01.228-200 BR;Lavvi Empreendimentos Imobiliarios S/A, antiga Lavvi Empreendimentos Imobiliarios Ltda é uma empresa brasileira de desenvolvimento e construção de imóveis residenciais e não residenciais de médio, alto e alto nível, na capital de São Paulo. As atividades da Companhia são compostas por um segmento operacional: O desenvolvimento imobiliário. Os projetos da Lavvi incluem Soleil by Boca do Lobo, Heaven Residences, Green View Residence, Wonder by Praças da Cidade, Heaven Apartments e Wonder Ipiranga Residence. A Lavvi Empreendimentos Imobiliários S/A adquire o terreno, desenvolve e legaliza o projeto, comercializa as unidades e entrega o projeto imobiliário final. A Companhia possui duas subsidiárias: LV Construcao e Empreitada Ltda e Lior Consultoria Imobiliaria Ltda.
MDNE3;MOURA DUBEUX ENGENHARIA S/A;12.049.631/0001-84;12049.0;Construção Civil;Incorporações;Av Engenheiro Domingos Ferreira 467 13 Andar Parte, Pina, RECIFE, PERNAMBUCO, 51.011-050 BR;"A Moura Dubeux Engenharia SA é uma empresa sediada no Brasil que atua principalmente no setor imobiliário residencial. A Empresa atua na compra e venda de propriedades; parcelamento e locação, incorporação e construção de imóveis. O portfólio da Companhia inclui principalmente edifícios de apartamentos nos estados brasileiros de Alagoas, Bahia, Ceará, Pernambuco e Rio Grande do Norte. Em 31 de dezembro de 2011, as subsidiárias da Companhia incluíam MD Colonial Empreendimentos Imobiliarios Ltda, MD PE Distribution Park Suape Ltda, MD PE Novo Jardim Construções SA, MD PE Cedro Empreendimentos Imobiliarios Ltda, Moura Dubeux Engenharia e Empreendimentos SA, Clic Administradora SA, MD Imoveis Ltda, AGM Empreendimentos Imobiliarios Ltda e MD Edificio Hilson de Azavedo Mota Ltda, entre outros."
MELK3;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;12.181.987/0001-77;12181.0;Construção Civil;Incorporações;Rua Carlos Trein Filho, n 551, N/A, Auxiliadora, Porto Alegre, RIO GRANDE DO SUL, 90.450-120 BR;Melnick Desenvolvimento Imobiliario SA, anteriormente Melnick Even Desenvolvimento Imobiliario SA é um desenvolvedor imobiliário com sede no Brasil. A Companhia atua por meio de dois segmentos operacionais: Incorporação e urbanismo. O segmento de incorporação refere-se ao desenvolvimento de projetos imobiliários na cidade de Porto Alegre. O segmento de urbanismo refere-se ao desenvolvimento de subdivisões e condomínios no estado do Rio Grande do Sul. O portfólio da empresa inclui projetos como Jazz New York, High Garden Rio Branco, Nilo Square Multi Office, Icon Assis Brasil Comercial, Grand Park Lindoia Office Park, Nilo Aquare Hotel Verso by Emiliano, bem como Reserva Bela Vista Gravatai e Residencial Praca do Sol.
MRVE3;MRV ENGENHARIA E PARTICIPAÇÕES S.A.;08.343.492/0001-20;18473.0;Construção Civil;Incorporações;Avenida Professor Mario Werneck,621, Estoril, BELO HORIZONTE, MINAS GERAIS, 30.455-610 BR;"A MRV Engenharia e Participações S/A é uma empresa estabelecida no Brasil, que atua no desenvolvimento do setor imobiliário. As atividades da empresa dividem-se em três segmentos de negócios: empreendimentos imobiliários (residenciais), operando em desenvolvimento, construção e venda de imóveis próprios e de terceiros; imóveis de investimentos (LOG), voltado para construção e aluguel, sob arrendamentos operacionais, de armazéns industriais, shopping e strip malls (pequenos centros comerciais), bem como loteamento e venda terrenos industriais, além de loteamentos urbanos (Urbamais), responsável pelo desenvolvimento e pela venda de loteamentos de terrenos urbanos residenciais e comerciais. O desenvolvimento de projetos e as obras da empresa são realizados diretamente pela própria ou por meio de suas parcerias e entidades com finalidade especial. Suas subsidiárias incluem a MDI Desenvolvimento Imobiliário Ltda., MRV Construções Ltda. e Urbamais Propriedades e Participações S.A., dentre outras."
MTRE3;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;07.882.930/0001-65;7882.0;Construção Civil;Incorporações;Alameda Santos, 700, 5 Andar, Jardim Paulista, SAO PAULO, SAO PAULO, 01.418-002 BR;A Mitre Realty Empreendimentos e Participações SA (Mitre Realty) é uma construtora com sede no Brasil. A Sociedade tem por objeto a incorporação, construção e comercialização de unidades imobiliárias residenciais na Cidade de São Paulo. Seus produtos são divididos em duas linhas: Raizes, voltada para clientes de classe média e Haus Mitre, voltada para clientes de classe média alta. O portfólio da empresa é composto por mais de 20 edifícios que oferecem apartamentos com serviços exclusivos, pontos de acesso e áreas comuns. A Mitre Realty possui várias subsidiárias, como Amaro Bezerra Empreendimentos e Participações Ltda, Mitre Le Champs Empreendimentos e Participações Ltda, Mitre Vendas Corretagem de Imóveis Ltda e MJF Construções Ltda, entre outras.
PDGR3;PDG REALTY S.A. EMPREENDIMENTOS E PARTICIPAÇÕES;02.950.811/0001-89;2950.0;Construção Civil;Incorporações;Av. Dr. Cardoso de Melo 1855, 6 andar, Vila Olimpia, SAO PAULO, SAO PAULO, 04.548-005 BR;A PDG Realty S.A. Empreendimentos e Participações é uma empresa holding estabelecida no Brasil, que atua no mercado imobiliário. A principal atividade da empresa é ter participação em outras empresas que operam no setor imobiliário, como acionista, membro de consórcio ou por meio de outros tipos de investimentos. Através de suas subsidiárias, a empresa atua em planejamento, design, construção, comercialização e venda de propriedades imobiliárias, inclusive de apartamentos espaçosos, casas unifamiliares e escritórios. Além disso, dedica-se à compra e ao loteamento de terrenos. Em 31 de dezembro de 2011, as subsidiárias da empresa incluíam a Agre Empreendimentos Imobiliários S.A., CHL Desenvolvimento Imobiliário S.A., Goldfarb Incorporações e Construções S.A., Ecolife Butantã Empreendimentos Imobiliários S.A. e Amazon Empreendimentos Imobiliários Ltda., dentre outras.
PLPL3;PLANO E PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;24.230.275/0001-80;24230.0;Construção Civil;Incorporações;Rua Samuel Morse, no 74 conjunto 132, parte, Brooklin, SAO PAULO, SAO PAULO, 04.576-060 BR;Plano & Plano Desenvolvimento Imobiliario SA é uma empresa brasileira envolvida no setor de desenvolvimento imobiliário. A Companhia atua no desenvolvimento e construção de projetos imobiliários, que incluem a prestação de serviços de construção, assessoria imobiliária (corretagem), através da Plano & Sales Consultoria de Imoveis Ltda. A Companhia também se concentra no desenvolvimento e construção de moradias de baixa renda, que se enquadram principalmente no programa de habitação do governo federal Casa Verde e Amarela. A Companhia atua de forma integrada, executando todas as etapas de desenvolvimento de seus empreendimentos, compreendendo prospeção e construção de um banco de terra, incorporação, construção e vendas.
RDNI3;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;67.010.660/0001-24;;Construção Civil;Incorporações;Av. Francisco das Chagas de Oliveira, 2.500, SAO JOSE DO RIO PRETO, SAO PAULO, 15.085-485 BR;"RNI Negócios Imobiliários SA, anteriormente Rodobens Negócios Imobiliários SA, é uma empresa brasileira dedicada ao setor imobiliáiro A Companhia atua na compra e venda de imóveis; subdivisão de terrenos; desenvolvimento e construção de imóveis; prestação de serviços a terceiros e administração de carteira de recebíveis hipotecários próprios ou de terceiros. A Companhia possui várias subsidiárias, incluindo Moradas Rodobens Real Estate Company - Lages III - SPE Ltda, Rodobens Incorporadora Imobiliária 318 - SPE Ltda, Rodobens Moradas Incorporadora Imobiliária - Pacatuba I - SPE Ltda, Sistema Fácil Campinas I SPE Ltda, Sistema Fácil Tambore 8 Villaggio SPE Ltda e Terra Nova Residência XVIII - SPE Ltda."
RSID3;ROSSI RESIDENCIAL S.A.;61.065.751/0001-80;61065.0;Construção Civil;Incorporações;Rua Henri Dunant, 873 - Conj. 601 a 605 6 andar, Santo Amaro, SAO PAULO, SAO PAULO, 04.709-111 BR;Rossi Residencial SA - Em Recuperacao Judicial, anteriormente Rossi Residencial SA, é uma empresa pública brasileira envolvida no setor imobiliário. As principais atividades da Companhia se concentram em projetos de desenvolvimento imobiliário, construção e compra e venda de imóveis residenciais e comerciais prontos. Além disso, a Companhia está envolvida na divisão e subdivisão de terrenos, na prestação de serviços de engenharia civil, através de suas próprias operações e estruturas societárias, incluindo a limitação da participação em Sociedades de Propósito Especial (Spes) e consórcios e participação em outras empresas como sócio ou acionista ou como único acionista de subsidiária integral.
TCSA3;TECNISA S.A.;08.065.557/0001-12;8065.0;Construção Civil;Incorporações;Avenida Nicolas Boer, 399, 5 andar - Unid 502S, Jardim das Perdizes, SAO PAULO, SAO PAULO, 01.140-060 BR;A Tecnisa SA é uma empresa sediada no Brasil que atua no setor imobiliário. A Companhia e suas subsidiárias têm por objeto a incorporação, construção, arrendamento, administração, compra e venda de propriedades e terrenos imobiliários residenciais e comerciais. Além disso, a Companhia oferece serviços de consultoria relacionados ao mercado imobiliário. A Companhia desenvolve, comercializa e constrói empreendimentos residenciais e comerciais com um modelo de negócio integrado. A Companhia atua desde a aquisição do terreno até o financiamento de parte de seus clientes. Além disso, a Companhia oferece serviços de consultoria relacionados ao mercado imobiliário. Atua no mercado brasileiro. O foco da Companhia é a região de São Paulo (principal mercado), seguida por Brasília e Curitiba.
TEGA3;TEGRA INCORPORADORA S.A.;30.213.493/0001-09;30213.0;Construção Civil;Incorporações;Av Das Nacoes Unidas 14261 Andar 14 E 15 Cond Wtorre Morumbi, Vila Gertrudes, SAO PAULO, SAO PAULO, 04.794-000 BR;A Tegra Incorporadora SA é uma incorporadora e construtora do setor imobiliário residencial, especificamente no segmento de alta e média renda, sediada no Brasil. A Companhia possui um landbank (estoque de terrenos) estimado em R$ 11 bilhões de Valor Geral de Vendas (VGV). A Companhia possui experiência em todos os segmentos do setor imobiliário. Os empreendimentos da Companhia são planejados e acabam se tornando edificações no panorama (skyline) de algumas das maiores cidades da América Latina: São Paulo, Rio de Janeiro e Campinas. O modelo de negócios da Companhia permite escalar o seu formato de “boutique” para uma operação de larga escala, apoiada em uma operação integrada de construção e vendas, forte estratégia digital e disciplina financeira para preservação de margens e retornos atrativos.
TEND3;CONSTRUTORA TENDA S.A.;71.476.527/0001-35;71476.0;Construção Civil;Incorporações;Rua Boa Vista, n 280 pavimentos 8 e 9, Centro, SAO PAULO, SAO PAULO, 01.014-908 BR;Construtora Tenda S/A, antiga Construtora Tenda Ltda é uma empresa brasileira de construção e desenvolvimento imobiliário. A receita da Companhia vem principalmente da incorporação e venda de unidades autônomas, sob as marcas Tenda e Alea, voltadas para o segmento habitacional acessível. A Alea opera como uma plataforma de construção de moradias fora do local - que consiste em produzir casas em um ambiente fabril usando painéis de madeira-quadro, apenas montando-as no canteiro de obras. A Companhia faz parte do programa Minha Casa Minha Vida (MCMV), iniciativa habitacional do governo federal do Brasil. O programa prevê subsídios e taxas de juros reduzidas para tornar mais acessível a aquisição de moradia acessível, tanto em áreas urbanas quanto rurais, com o objetivo de abordar o déficit habitacional no Brasil. A Construtora Tenda S/A tem projetos em 9 estados do Brasil: Ceará, Pernambuco, Bahia, Minas Gerais, Rio de Janeiro, são Paulo, Goais, Paraná, Rio Grande do Sul e Campinas.
TRIS3;TRISUL S.A.;08.811.643/0001-27;8811.0;Construção Civil;Incorporações;Alameda dos Jaunas, 70, Indianopolis, SAO PAULO, SAO PAULO, 01.311-902 BR;A Trisul SA é uma empresa com sede no Brasil que atua no setor imobiliário. Foi constituída a partir da fusão de duas empresas: Incosul Incorporacao e Construcao Ltda e Tricury Construcoes e Participações Ltda. Em conjunto com suas subsidiárias, a Companhia tem por objetivo principal a construção, compra, venda e locação de edifícios residenciais, bem como aquisição e loteamento de terrenos. Atua principalmente no estado brasileiro de São Paulo. A Companhia desenvolve suas operações em cidades como São Paulo, Santos, Guarulhos e Ribeirão Preto, entre outras. Trisul Life e Trisul Lar, principais produtos desenvolvidos pela Companhia, são unidades residenciais de 45 a 65 metros quadrados. Em 31 de dezembro de 2011, a Trisul SA possuía uma série de subsidiárias, incluindo Tricury Construções e Participações Ltda, Incosul Incorporação e Construção Ltda e Ribeirao VIII Empreendimentos Imobiliarios Ltda, entre outras.
VIVR3;VIVER INCORPORADORA E CONSTRUTORA S.A.;67.571.414/0001-41;;Construção Civil;Incorporações;Avenida Brigadeiro Faria Lima, 1.461, 10 andar, Jardim Paulista, SAO PAULO, SAO PAULO, 01.452-921 BR;"A Viver Incorporadora e Construtora S.A., antigamente conhecida como Inpar S.A., é uma empresa estabelecida no Brasil, que atua no setor de imóveis. Atua em empreendimentos imobiliários; construção de edifícios; compra e venda de imóveis construídos ou em construção; arrendamento imobiliário e gerenciamento, e loteamento de terrenos. A atividade principal da empresa é o desenvolvimento de projetos de imóveis residenciais e comerciais. Suas subsidiárias incluem a Viver Desenvolvimento Imobiliário Ltda., Inpar Investimentos II S.A., Viver Desenvolvimento e Construção Imobiliária Ltda., OAAP Incorporações e Participações Ltda. e Lagoa dos Ingleses Participações Ltda., dentre outras. Em outubro de 2013, a empresa anunciou a conclusão da venda da totalidade do terreno de um complexo chamado Lagoa dos Ingleses, localizado na cidade de Nova Lima, para a ASM ALICERCE 1 EMPREENDIMENTOS IMOBILIÁRIOS S.A. Em julho de 2014, a empresa vendeu a Inpar Projeto Residencial Raposo km 18,5 SPE Ltda."
ARML3;ARMAC LOCAÇÃO, SERVIÇOS E SERVIÇOS S.A.;00.242.184/0001-04;;Construção e Engenharia;Serviços Diversos;Av. Marcos Penteado de Ulhoa Rodrigues, 939, Conj. 701 e 702 Torre II, Ed. Jatoba, Tambore, BARUERI, SAO PAULO, 06.460-040 BR;A Armac Locacao Logistica e Servicos SA é uma plataforma de locação de equipamentos multicategoria sediada no Brasil. A Companhia oferece equipamentos de linha amarela, que englobam pás-carregadeiras, escavadeiras hidráulicas, retroescavadeiras, tratores de esteira, minicarregadeiras, motoniveladoras, rolos compactadores, tratores agrícolas, plataformas elevatórias, empilhadeiras e caminhões, entre outros. A Companhia serve uma base de clientes distribuída em 23 Estados brasileiros e no Distrito Federal, nos setores de logística agrícola, agroindustrial, fertilizantes, mineração, papel e celulose, alimentos & bebidas, transportes e infraestrutura. O modelo de negócio da Companhia consiste na conversão da propriedade do equipamento para um serviço prestado ao cliente, em contratos que incluem disponibilidade para manutenção 24 horas por dia no ativo e flexibilidade para devolução ou substituição do equipamento quando o projeto do cliente é finalizado.
"AZEV3;AZEV4";AZEVEDO E TRAVASSOS S.A.;61.351.532/0001-68;;Construção e Engenharia;Construção Pesada;Rua Vicente Antonio de Oliveira, 1.050, Pirituba, SAO PAULO, SAO PAULO, 02.955-080 BR;"A Azevedo & Travassos SA é uma empresa brasileira que atua principalmente no setor de construção civil. A Companhia estrutura seus negócios em quatro áreas: construção pesada e civil; montagem eletromecânica; perfuração e completação de poços e incorporação imobiliária. No setor de construção civil e pesada, a Companhia atua na construção de rodovias, ferrovias, avenidas, barragens, aeroportos, pontes, viadutos, metrôs, túneis, prédios industriais e hospitais, entre outros. Na área de montagem eletromecânica, atua principalmente na construção e montagem de gasodutos, óleo e polpa, bem como na recuperação e manutenção de instalações para transporte de óleo e gás. No segmento de perfuração e completação de poços, atua principalmente na perfuração, completação e workover de poços de petróleo, gás, mineração e água. Na área de incorporação imobiliária, a Companhia atua na construção de moradias residenciais."
ETER3;ETERNIT S.A.;61.092.037/0001-81;;Construção e Engenharia;Produtos para Construção;Rua Dr. Fernandes Coelho, 85, 8 andar, Pinheiros, SAO PAULO, SAO PAULO, 05.423-040 BR;A Eternit SA em Recuperacao Judicial, anteriormente Industrias Eternit SA é uma empresa brasileira com atividades no setor de coberturas. O objetivo da empresa é desenvolver e fabricar produtos e soluções para a indústria da construção civil. O portfólio de produtos da Eternit inclui materiais de cobertura (painéis de cobertura de fibrocimento e telhas de concreto), soluções de construção (painéis de revestimento de cimento, painéis de revestimento de parede, linha pratic), solar (telhas fotovoltaicas e folha solar), bem como acessórios (fita adesiva multiusos etertape, lã de rocha e membrana à prova d'água eternit). As unidades de produção da Companhia estão distribuídas em todas as regiões do Brasil e estão localizadas em cidades como Colombo no Paraná, Hortolandia em São Paulo, Rio de Janeiro e Simoes Filho na Bahia.
MILS3;MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S.A.;27.093.558/0001-15;;Construção e Engenharia;Serviços Diversos;Avenida Dra. Ruth Cardoso, n 7815 - CJ 401-B, Pinheiros, SAO PAULO, SAO PAULO, 05.425-905 BR;A Mills Locacao Servicos e Logistica SA é uma empresa sediada no Brasil. A Companhia e suas subsidiárias operam no mercado de locação de máquinas e equipamentos e construção de alta complexidade. Suas principais atividades incluem a venda e aluguel de empilhadeiras e porta-paletes, bem como peças e componentes, assistência técnica e manutenção desses equipamentos. Eles também se envolvem na venda e aluguel de tratores, escavadeiras, carregadeiras e motoniveladoras, juntamente com peças e componentes, assistência técnica e serviços de manutenção. Além disso, a Mills está envolvida nas vendas, aluguel e distribuição de plataformas de trabalho aéreo e manipuladores telescópicos, incluindo peças e componentes, assistência técnica e serviços de manutenção. A Companhia também fornece locação e vendas, incluindo importação e exportação, de estruturas tubulares de aço e alumínio, escoramento e equipamentos de acesso para construção civil, juntamente com formas de concreto reutilizáveis e serviços de engenharia relacionados.
PRNR3;PRINER SERVIÇOS INDUSTRIAIS S.A.;18.593.815/0001-97;;Construção e Engenharia;Serviços Diversos;Av. Geremario Dantas, 1400 2. Piso - Quality Shopping - Freguesia Jacarepagua, RIO DE JANEIRO, RIO DE JANEIRO BR;PRINER SERVIÇOS INDUSTRIAIS S.A. é uma empresa com sede no Brasil, que atua no segmento de manutenção industrial e de serviços. A Companhia opera em todo o Brasil oferecendo serviços nas áreas de petroquímica, celulose e papel, aço, offshore, naval e de mineração. A Priner Serviços Industriais SA é especializada em Acesso, Pintura Industrial,Tratamento de Superfície, Isolamento Térmico e Habitat Pressurizado. Suas soluções de acesso incluem: Sistema Up, WEB Deck, Sistema de Encaixa, bem como Acesso por Cordas. Suas soluções Habitat incluem: segurança e economia, flexibilidade e certificações. Suas soluções de Isolamento Térmico incluem: convencional, removível e reutilizável, bem como proteção contra fogo passivo. Suas soluções de Pintura Industrial incluem: preservação do patrimônio, design customizado e técnicos qualificados.
PTBL3;PBG S/A – PORTOBELLO;83.475.913/0001-91;;Construção e Engenharia;Produtos para Construção;Sc-401 4756, Saco Grande, FLORIANOPOLIS, SANTA CATARINA, 88.032-005 BR;A PBG S/A, anteriormente denominada Portobello S.A., é uma empresa brasileira dedicada principalmente à produção e comercialização de produtos cerâmicos. O portfólio da Empresa inclui pisos, telhas de porcelana técnica e esmaltada, peças decorativas, mosaicos, produtos para o revestimento de paredes internas e fachadas externas, entre outros. Por meio de suas subsidiárias, a Empresa também está envolvida na administração de rede de lojas de franquia sob as marcas Portobello Shop e Empório Portobello, especializada em telhas cerâmicas. Adicionalmente, a Empresa atua na prestação de serviços complementares na área de materiais de construção. As subsidiárias da Empresa incluem a Portobello America Inc, a PBTech Comércio e Serviços de Revestimentos Cerâmicos Ltda., a Portobello Shop SA e a Mineração Portobello Ltda.
ANIM3;ANIMA HOLDING S.A.;09.288.252/0001-32;22136.0;Diversos;Serviços Educacionais;Rua Harmonia, 1250 9 andar, Sumarezinho, SAO PAULO, SAO PAULO, 05.435-001 BR;A Anima Holding SA, anteriormente denominada GAEC Educacao SA, é uma empresa sediada no Brasil e dedica-se principalmente ao setor educacional. As atividades da Companhia estão divididas em dois segmentos: ensino superior e gestão vertical. A divisão de ensino superior se concentra no desenvolvimento de serviços de educação formal e à distância, oferecendo cursos universitários e cursos de especialização profissional, incluindo cursos de graduação, pós-graduação, mestrado, doutorado e extensão. A divisão de gestão vertical oferece congressos, fóruns, seminários, cursos de especialização e cursos in-company para profissionais, além de publicar livros e revistas relacionados a gestão e negócios. Suas instituições de ensino estão localizadas nos estados de Minas Gerais e São Paulo, Brasil. A Companhia atua por meio de diversas controladas, como Minas Gerais Educacao SA, Instituto Mineiro de Educacao e Cultura Uni-BH SA, Posse Gestao Patrimonial SA e HSM do Brasil SA.
COGN3;COGNA EDUCAÇÃO S.A.;02.800.026/0001-40;20320.0;Diversos;Serviços Educacionais;Rua dos Guajajaras, n 591 4 andar, sala 1, Lourdes, BELO HORIZONTE, MINAS GERAIS, 30.180-101 BR;"A Cogna Educação SA, anteriormente Kroton Educacional SA, é uma empresa sediada no Brasil, atuante no setor de educação privada. A Companhia se concentra no desenvolvimento de escolas primárias e secundárias, programas de pós-graduação e pós-graduação, além de cursos vocacionais. As atividades da Companhia são divididas em três segmentos de negócios: Ensino superior em sala de aula, que oferece programas de ensino secundário no campus; Ensino superior a distância (EAD), que fornece programas de ensino médio por meio de plataforma on-line, e Educação básica, que inclui escolas primárias próprias e gerenciadas, coleta e desenvolvimento de materiais de ensino, consultoria de gestão escolar, ferramentas de apoio educacional, entre outros. A Companhia opera diversas marcas, como Anhanguera, Fama, Pitagoras, Unic, Unime e Unopar. Além disso, está envolvida no atacado, varejo, distribuição, importação e exportação de livros didáticos, livros didáticos, revistas e outras publicações relacionadas à educação."
CSED3;CRUZEIRO DO SUL EDUCACIONAL S.A.;62.984.091/0001-02;62984.0;Diversos;Serviços Educacionais;Rua Cubatao, 320 3, 8 e 9 Andar, Vila Mariana, SAO PAULO, SAO PAULO, 04.013-001 BR;A Cruzeiro do Sul Educacional SA, anteriormente Instituicao Educacional São Miguel Paulista Ltda é uma empresa brasileira de educação. As atividades da Companhia são realizadas através de um segmento operacional: Prestação de serviços educacionais. O Cruzeiro do Sul Educacional está organizado em três unidades de negócios: Educação presencial Vertical, Digital Education Vertical e Health Education Vertical. A Empresa oferece formação acadêmica e profissional através de 14 instituições de ensino superior com marcas locais reconhecidas, por meio de cursos de graduação, pós-graduação e extensão nas modalidades on-site e ensino a distância. O Cruzeiro do Sul Educacional também atua com quatro instituições de ensino fundamental e infantil (primeira infância, ensino fundamental e médio).
DOTZ3;DOTZ S.A.;18.174.270/0001-84;18174.0;Diversos;Programas de Fidelização;R Joaquim Floriano 533 15 andar, Itaim Bibi, Sao Paulo, SAO PAULO, 04.534-011 BR;A Dotz SA é uma empresa sediada no Brasil, e tem como atividade a participação em outras sociedades, como sócia ou acionista, no país ou no exterior. A Companhia é controladora das empresas CBSM - Companhia Brasileira de Soluções de Marketing S.A. (“CBSM”) e a CGSSP - Companhia Global de Soluções e Serviços de Pagamentos. A CBSM e a CGSSP são sociedades por ações de capital fechado, e têm como atividade o desenvolvimento e a prestação de serviços na área de marketing e tecnologia para internet, preponderantemente a assessoria, consultoria, elaboração e execução de projetos na área de tecnologia da informação, notadamente internet, intranet, e-commerce, e-business e “business to business”, além da conta Digital de Pagamentos, denominada Dotz Pay. A Companhia, através de suas controladas, por meio de seu programa de fidelização denominado “Dotz”, atribui pontos de fidelização a terceiros, tais como emissores de cartão de crédito, supermercados, farmácias, entre outros que, por sua vez, concedem estes pontos para seus clientes. Em conexão com o programa de fidelidade, tais clientes têm a possibilidade de resgatar os pontos na forma de produtos e/ou serviços.
MOVI3;MOVIDA PARTICIPAÇÕES S.A.;21.314.559/0001-66;19569.0;Diversos;Aluguel de carros;Rua Doutor Renato Paes de Barros, 1017, Conjunto 91, Itaim Bibi, SAO PAULO, SAO PAULO, 04.530-001 BR;A Movida Participações S.A. é uma empresa com sede no Brasil que se dedica principalmente ao aluguer de automóveis de passageiros. A Companhia, por meio de suas subsidiárias Movida Locação de Veiculos Ltda e Movida Gestao de Frotas SA, fornece carros dentro de contratos de curto e longo prazos, além de terceirização de frotas para clientes comerciais. Os carros da empresa estão equipados com Sistema de Posicionamento Global (GPS), leitor de música e Internet sem fio, bem como com outras instalações sob demanda, como o assento do bebê. Suas marcas de automóveis incluem Volkswagen, Fiat, Ford, Hyundai, Renault, Jeep, Chevrolet e Mercedes, entre outras. Além disso, a Companhia vende carros usados. A Companhia opera escritórios em várias cidades e perto de aeroportos no Brasil.
RENT3;LOCALIZA RENT A CAR S.A.;16.670.085/0001-55;14109.0;Diversos;Aluguel de carros;Avenida Bernardo de Vasconcelos,377, Cachoeirinha, BELO HORIZONTE, MINAS GERAIS, 31.150-000 BR;"A Localiza Rent a Car S.A é uma empresa brasileira que se dedica sobretudo ao aluguel de carros e frotas. A empresa divide seus negócios em três setores: divisão de Aluguel de automóveis, que é responsável pelo aluguel de automóveis através de suas próprias agências; divisão de Aluguel de frotas, que se dedica ao aluguel de veículos de frota para empresas por longos períodos; e a divisão de Franchising, que atua na administração e concessão de direitos de franquia para uso da marca da empresa, incluindo a transferência de conhecimentos necessários para a operação do negócio. Através de sua subsidiária Prime Prestadora de Serviços S.A., a empresa também atua na intermediação de vendas de veículos previamente usados em suas operações de aluguel. Em 31 de dezembro de 2011, a rede da empresa, incluindo franquias nacionais e estrangeiras, compreendia 449 filiais em 314 cidades no Brasil e 47 filiais em 27 cidades em sete outros países da América do Sul."
